0.101348,0.165417,0.171259,0.07875,0.0729167,0.907179,0.480374,0.914073,0.837985,0.827114,0.838618,0.992661,0.0744552,
0.101348,0.685833,0.688427,0.5825,0.583333,0.907179,0.482243,0.916296,0.832852,0.823604,0.838618,0.990826,0.0741064,
0.101348,0.738333,0.737177,0.665,0.6875,0.930384,0.502804,0.943705,0.829002,0.827114,0.898202,0.994495,0.0728859,
0.101348,0.614167,0.605765,0.560833,0.541667,0.936186,0.502804,0.942223,0.835418,0.830941,0.898202,0.994495,0.0746295,
0.101348,0.237917,0.256041,0.18375,0.197917,0.934735,0.502804,0.942964,0.822586,0.81882,0.898202,0.994495,0.0741064,
0.101348,0.191667,0.188215,0.11625,0.120833,0.926759,0.493458,0.935556,0.829965,0.821691,0.86326,0.992661,0.0741064,
0.101348,0.192917,0.224248,0.15125,0.191667,0.825961,0.442991,0.82963,0.815207,0.808293,0.680872,0.994495,0.0746295,
0.101348,0.567083,0.559135,0.528333,0.520833,0.831037,0.442991,0.837778,0.839268,0.829984,0.680872,0.987156,0.0746295,
0.101348,0.742917,0.739296,0.728333,0.729167,0.931109,0.500935,0.948148,0.832852,0.829027,0.911129,0.988991,0.0725371,
0.101348,0.325,0.313268,0.317083,0.310417,0.942712,0.500935,0.948148,0.838627,0.829665,0.911129,0.994495,0.0748038,
0.101348,0.705833,0.703264,0.618333,0.61875,0.905729,0.485981,0.92148,0.833173,0.827751,0.834983,0.990826,0.0725371,
0.101348,0.315,0.359898,0.23125,0.28125,0.912255,0.485981,0.920742,0.807828,0.799681,0.834983,0.988991,0.0744552,
0.101348,0.405833,0.393811,0.405833,0.40625,0.95649,0.515888,0.971111,0.833173,0.830941,0.969501,0.983486,0.0737577,
0.101348,0.702083,0.696905,0.7,0.704167,0.952864,0.515888,0.972593,0.830285,0.829665,0.969501,0.987156,0.0721883,
0.101348,0.290833,0.279356,0.312083,0.310417,0.964467,0.515888,0.974073,0.834777,0.829027,0.969501,0.992661,0.0741064,
0.101348,0.57125,0.567613,0.574583,0.579167,0.962292,0.517757,0.972593,0.829965,0.826794,0.969501,0.988991,0.0742808,
0.101348,0.395,0.39593,0.316667,0.322917,0.834663,0.446729,0.842222,0.828681,0.821052,0.701474,0.987156,0.0744552,
0.101348,0.685833,0.684188,0.608333,0.602083,0.836113,0.442991,0.848147,0.838306,0.826794,0.701474,0.990826,0.0730602,
0.101348,0.44875,0.467995,0.364167,0.370833,0.910805,0.485981,0.918519,0.828361,0.820734,0.832963,0.992661,0.0742808,
