0.517523,0.7346,0.85322,1,1,0.982813,0.885471,0.697727,0.878771,0.910437,0.816383,0.53189,0.504345,0.848998,1,
0.517523,0.735061,0.91164,1,0.999636,0.991613,0.893835,0.698818,0.867906,0.885213,0.800711,0.495646,0.454674,0.78701,0.995909,
0.517523,0.735989,0.933986,0.99967,0.995633,0.994363,0.915419,0.733727,0.881995,0.889164,0.823552,0.520593,0.5,0.800284,0.976953,
0.517523,0.736451,0.916898,0.99978,0.994177,0.994363,0.912181,0.703545,0.868622,0.87739,0.813716,0.469052,0.445045,0.793884,0.982817,
0.517523,0.736915,0.937491,0.998022,0.990416,0.991338,0.919331,0.735909,0.875866,0.885492,0.83011,0.514003,0.504932,0.808463,0.973953,
0.517523,0.474758,0.787352,0.999231,0.995511,0.972364,0.898691,0.867818,0.928799,0.892317,0.848449,0.755707,0.929427,0.997629,0.998773,
0.517523,0.525242,0.873083,0.996044,0.986898,0.947614,0.871847,0.861545,0.910133,0.882698,0.804324,0.616616,0.818459,0.944649,0.991681,
0.517523,0.474294,0.805316,0.99956,0.996482,0.977313,0.909348,0.875909,0.931465,0.894871,0.84945,0.763474,0.932715,0.998104,0.999182,
0.517523,0.525706,0.879655,0.996154,0.986898,0.947889,0.869823,0.857182,0.908342,0.883616,0.804435,0.609791,0.808126,0.941567,0.991409,
0.517523,0.47383,0.830729,0.99978,0.997452,0.983226,0.922434,0.885273,0.934649,0.898384,0.851339,0.772652,0.936473,0.998696,0.999591,
0.517523,0.52617,0.879655,0.996044,0.986534,0.947752,0.867665,0.853,0.907466,0.885292,0.805268,0.605907,0.796618,0.938959,0.990727,
0.517523,0.473368,0.86286,0.99989,0.99818,0.989,0.936193,0.894909,0.937993,0.902973,0.854451,0.782655,0.939995,0.99917,0.999864,
0.517523,0.526632,0.881116,0.996044,0.986534,0.948439,0.86699,0.849727,0.907068,0.887488,0.806824,0.604966,0.785228,0.936826,0.990181,
0.517523,0.472904,0.882138,1,0.998666,0.991338,0.943882,0.901,0.940142,0.906087,0.85673,0.789009,0.941757,0.999289,0.999864,
0.517523,0.527096,0.881992,0.996154,0.986777,0.949677,0.867395,0.847091,0.906949,0.889922,0.808992,0.606378,0.774307,0.935048,0.989909,
0.517523,0.47244,0.868556,1,0.998544,0.989963,0.941454,0.901636,0.940221,0.90465,0.854952,0.787479,0.94117,0.99917,0.999864,
0.517523,0.52756,0.879071,0.995935,0.986777,0.950639,0.867935,0.844727,0.907068,0.892397,0.811659,0.609555,0.764678,0.933744,0.9895,
0.517523,0.226032,0.923324,0.970553,0.973311,0.951464,0.829624,0.590273,0.755273,0.765316,0.636546,0.304307,0.565876,0.780017,0.929088,
0.517523,0.225568,0.913393,0.962422,0.971248,0.948577,0.837583,0.623091,0.783252,0.79082,0.677559,0.373617,0.580202,0.748963,0.914632,
0.517523,0.225104,0.915437,0.953302,0.969793,0.947752,0.848644,0.661182,0.814017,0.819078,0.722685,0.45093,0.597464,0.714353,0.897586,
0.517523,0.224642,0.94085,0.944072,0.97052,0.950502,0.864562,0.703545,0.845737,0.848294,0.768923,0.53189,0.617191,0.677492,0.877949,
